No:0, Code:19, type:CLASS, value:Class, start:0, end:2
No:971, Code:20, type:ID, value:around, start:971, end:null

No:972, Code:20, type:ID, value:the, start:972, end:null

No:973, Code:20, type:ID, value:sleep, start:973, end:null

No:974, Code:20, type:ID, value:onset, start:974, end:null

No:975, Code:20, type:ID, value:period, start:975, end:null

No:976, Code:20, type:ID, value:and, start:976, end:null

No:977, Code:20, type:ID, value:during, start:977, end:null

No:978, Code:20, type:ID, value:non-rapid, start:978, end:null

No:979, Code:20, type:ID, value:eye, start:979, end:null

No:980, Code:20, type:ID, value:movement, start:980, end:null

No:981, Code:20, type:ID, value:sleep, start:981, end:null

No:982, Code:21, type:SEPARATORS, value:,, start:null, end:null

No:983, Code:20, type:ID, value:a, start:983, end:null

No:984, Code:20, type:ID, value:feature, start:984, end:null

No:985, Code:20, type:ID, value:suggestive, start:985, end:null

No:986, Code:20, type:ID, value:of, start:986, end:null

No:987, Code:20, type:ID, value:increased, start:987, end:null

No:988, Code:20, type:ID, value:cortical, start:988, end:null

No:989, Code:20, type:ID, value:arousal, start:989, end:null

No:990, Code:21, type:SEPARATORS, value:., start:null, end:null

No:991, Code:20, type:ID, value:Individuals, start:991, end:null

No:992, Code:20, type:ID, value:with, start:992, end:null

No:993, Code:20, type:ID, value:insomnia, start:993, end:null

No:994, Code:20, type:ID, value:disorder, start:994, end:null

No:995, Code:20, type:ID, value:may, start:995, end:null

No:996, Code:20, type:ID, value:have, start:996, end:null

No:997, Code:20, type:ID, value:a, start:997, end:null

No:998, Code:20, type:ID, value:lower, start:998, end:null

No:999, Code:20, type:ID, value:sleep, start:999, end:null

No:1000, Code:20, type:ID, value:propensity, start:1000, end:null

No:1001, Code:20, type:ID, value:and, start:1001, end:null

No:1002, Code:20, type:ID, value:typically, start:1002, end:null

No:1003, Code:20, type:ID, value:do, start:1003, end:null

No:1004, Code:20, type:ID, value:not, start:1004, end:null

No:1005, Code:20, type:ID, value:show, start:1005, end:null

No:1006, Code:20, type:ID, value:increased, start:1006, end:null

No:1007, Code:20, type:ID, value:daytime, start:1007, end:null

No:1008, Code:20, type:ID, value:sleepiness, start:1008, end:null

No:1009, Code:20, type:ID, value:on, start:1009, end:null

No:1010, Code:20, type:ID, value:objective, start:1010, end:null

No:1011, Code:20, type:ID, value:sleep, start:1011, end:null

No:1012, Code:20, type:ID, value:laboratory, start:1012, end:null

No:1013, Code:20, type:ID, value:measures, start:1013, end:null

No:1014, Code:20, type:ID, value:compared, start:1014, end:null

No:1015, Code:20, type:ID, value:with, start:1015, end:null

No:1016, Code:20, type:ID, value:individuals, start:1016, end:null

No:1017, Code:20, type:ID, value:without, start:1017, end:null

No:1018, Code:20, type:ID, value:sleep, start:1018, end:null

No:1019, Code:20, type:ID, value:disorders, start:1019, end:null

No:1020, Code:21, type:SEPARATORS, value:., start:null, end:null

No:1021, Code:20, type:ID, value:Other, start:1021, end:null

No:1022, Code:20, type:ID, value:laboratory, start:1022, end:null

No:1023, Code:20, type:ID, value:measures, start:1023, end:null

No:1024, Code:20, type:ID, value:show, start:1024, end:null

No:1025, Code:20, type:ID, value:evidence, start:1025, end:null

No:1026, Code:21, type:SEPARATORS, value:,, start:null, end:null

No:1027, Code:20, type:ID, value:although, start:1027, end:null

No:1028, Code:20, type:ID, value:not, start:1028, end:null

No:1029, Code:20, type:ID, value:consistently, start:1029, end:null

No:1030, Code:21, type:SEPARATORS, value:,, start:null, end:null

No:1031, Code:20, type:ID, value:of, start:1031, end:null

No:1032, Code:20, type:ID, value:increased, start:1032, end:null

No:1033, Code:20, type:ID, value:arousal, start:1033, end:null

No:1034, Code:20, type:ID, value:and, start:1034, end:null

No:1035, Code:20, type:ID, value:a, start:1035, end:null

No:1036, Code:20, type:ID, value:generalized, start:1036, end:null

No:1037, Code:20, type:ID, value:activation, start:1037, end:null

No:1038, Code:20, type:ID, value:of, start:1038, end:null

No:1039, Code:20, type:ID, value:the, start:1039, end:null

No:1040, Code:20, type:ID, value:hypothalamic-pituitary-adrenal, start:1040, end:null

No:1041, Code:20, type:ID, value:axis, start:1041, end:null

No:1042, Code:21, type:SEPARATORS, value:(, start:null, end:null

No:1043, Code:20, type:ID, value:e, start:1043, end:null

No:1044, Code:21, type:SEPARATORS, value:., start:null, end:null

No:1045, Code:20, type:ID, value:g, start:1045, end:null

No:1046, Code:21, type:SEPARATORS, value:., start:null, end:null

No:1047, Code:21, type:SEPARATORS, value:,, start:null, end:null

No:1048, Code:20, type:ID, value:increased, start:1048, end:null

No:1049, Code:20, type:ID, value:cortisol, start:1049, end:null

No:1050, Code:20, type:ID, value:levels, start:1050, end:null

No:1051, Code:21, type:SEPARATORS, value:,, start:null, end:null

No:1052, Code:20, type:ID, value:heart, start:1052, end:null

No:1053, Code:20, type:ID, value:rate, start:1053, end:null

No:1054, Code:20, type:ID, value:variability, start:1054, end:null

No:1055, Code:21, type:SEPARATORS, value:,, start:null, end:null

No:1056, Code:20, type:ID, value:reactivity, start:1056, end:null

No:1057, Code:20, type:ID, value:to, start:1057, end:null

No:1058, Code:20, type:ID, value:stress, start:1058, end:null

No:1059, Code:21, type:SEPARATORS, value:,, start:null, end:null

No:1060, Code:20, type:ID, value:metabolic, start:1060, end:null

No:1061, Code:20, type:ID, value:rate, start:1061, end:null

No:1062, Code:21, type:SEPARATORS, value:), start:null, end:null

No:1063, Code:21, type:SEPARATORS, value:., start:null, end:null

No:1064, Code:20, type:ID, value:In, start:1064, end:null

No:1065, Code:20, type:ID, value:general, start:1065, end:null

No:1066, Code:21, type:SEPARATORS, value:,, start:null, end:null

No:1067, Code:20, type:ID, value:findings, start:1067, end:null

No:1068, Code:20, type:ID, value:are, start:1068, end:null

No:1069, Code:20, type:ID, value:consistent, start:1069, end:null

No:1070, Code:20, type:ID, value:with, start:1070, end:null

No:1071, Code:20, type:ID, value:the, start:1071, end:null

No:1072, Code:20, type:ID, value:hypothesis, start:1072, end:null

No:1073, Code:20, type:ID, value:that, start:1073, end:null

No:1074, Code:20, type:ID, value:increased, start:1074, end:null

No:1075, Code:20, type:ID, value:physiological, start:1075, end:null

No:1076, Code:20, type:ID, value:and, start:1076, end:null

No:1077, Code:20, type:ID, value:cognitive, start:1077, end:null

No:1078, Code:20, type:ID, value:arousal, start:1078, end:null

No:1079, Code:20, type:ID, value:plays, start:1079, end:null

No:1080, Code:20, type:ID, value:a, start:1080, end:null

No:1081, Code:20, type:ID, value:significant, start:1081, end:null

No:1082, Code:20, type:ID, value:role, start:1082, end:null

No:1083, Code:20, type:ID, value:in, start:1083, end:null

No:1084, Code:20, type:ID, value:insomnia, start:1084, end:null

No:1085, Code:20, type:ID, value:disorder, start:1085, end:null

No:1086, Code:21, type:SEPARATORS, value:., start:null, end:null

No:1087, Code:20, type:ID, value:Individuals, start:1087, end:null

No:1088, Code:20, type:ID, value:with, start:1088, end:null

No:1089, Code:20, type:ID, value:insomnia, start:1089, end:null

No:1090, Code:20, type:ID, value:disorder, start:1090, end:null

No:1091, Code:20, type:ID, value:may, start:1091, end:null

No:1092, Code:20, type:ID, value:appear, start:1092, end:null

No:1093, Code:20, type:ID, value:either, start:1093, end:null

No:1094, Code:20, type:ID, value:fatigued, start:1094, end:null

No:1095, Code:20, type:ID, value:or, start:1095, end:null

No:1096, Code:20, type:ID, value:haggard, start:1096, end:null

No:1097, Code:20, type:ID, value:or, start:1097, end:null

No:1098, Code:21, type:SEPARATORS, value:,, start:null, end:null

No:1099, Code:20, type:ID, value:conversely, start:1099, end:null

No:1100, Code:21, type:SEPARATORS, value:,, start:null, end:null

No:1101, Code:20, type:ID, value:overaroused, start:1101, end:null

No:1102, Code:20, type:ID, value:and, start:1102, end:null

No:1103, Code:21, type:SEPARATORS, value:", start:null, end:null

No:1104, Code:20, type:ID, value:wired, start:1104, end:null

No:1105, Code:21, type:SEPARATORS, value:., start:null, end:null

No:1106, Code:21, type:SEPARATORS, value:", start:null, end:null

No:1107, Code:20, type:ID, value:However, start:1107, end:null

No:1108, Code:21, type:SEPARATORS, value:,, start:null, end:null

No:1109, Code:20, type:ID, value:there, start:1109, end:null

No:1110, Code:20, type:ID, value:are, start:1110, end:null

No:1111, Code:20, type:ID, value:no, start:1111, end:null

No:1112, Code:20, type:ID, value:consistent, start:1112, end:null

No:1113, Code:20, type:ID, value:or, start:1113, end:null

No:1114, Code:20, type:ID, value:characteristic, start:1114, end:null

No:1115, Code:20, type:ID, value:abnormalities, start:1115, end:null

No:1116, Code:20, type:ID, value:on, start:1116, end:null

No:1117, Code:20, type:ID, value:physical, start:1117, end:null

No:1118, Code:20, type:ID, value:examination, start:1118, end:null

No:1119, Code:21, type:SEPARATORS, value:., start:null, end:null

No:1120, Code:20, type:ID, value:There, start:1120, end:null

No:1121, Code:20, type:ID, value:may, start:1121, end:null

No:1122, Code:20, type:ID, value:be, start:1122, end:null

No:1123, Code:20, type:ID, value:an, start:1123, end:null

No:1124, Code:20, type:ID, value:increased, start:1124, end:null

No:1125, Code:20, type:ID, value:incidence, start:1125, end:null

No:1126, Code:20, type:ID, value:of, start:1126, end:null

No:1127, Code:20, type:ID, value:stress-, start:1127, end:null

No:1128, Code:20, type:ID, value:related, start:1128, end:null

No:1129, Code:20, type:ID, value:psychophysiological, start:1129, end:null

No:1130, Code:20, type:ID, value:symptoms, start:1130, end:null

No:1131, Code:21, type:SEPARATORS, value:(, start:null, end:null

No:1132, Code:20, type:ID, value:e, start:1132, end:null

No:1133, Code:21, type:SEPARATORS, value:., start:null, end:null

No:1134, Code:20, type:ID, value:g, start:1134, end:null

No:1135, Code:21, type:SEPARATORS, value:., start:null, end:null

No:1136, Code:21, type:SEPARATORS, value:,, start:null, end:null

No:1137, Code:20, type:ID, value:tension, start:1137, end:null

No:1138, Code:20, type:ID, value:headache, start:1138, end:null

No:1139, Code:21, type:SEPARATORS, value:,, start:null, end:null

No:1140, Code:20, type:ID, value:muscle, start:1140, end:null

No:1141, Code:20, type:ID, value:tension, start:1141, end:null

No:1142, Code:20, type:ID, value:or, start:1142, end:null

No:1143, Code:20, type:ID, value:pain, start:1143, end:null

No:1144, Code:21, type:SEPARATORS, value:,, start:null, end:null

No:1145, Code:20, type:ID, value:gastrointestinal, start:1145, end:null

No:1146, Code:20, type:ID, value:symptoms, start:1146, end:null

No:1147, Code:21, type:SEPARATORS, value:), start:null, end:null

No:1148, Code:21, type:SEPARATORS, value:., start:null, end:null

No:1149, Code:15, type:FCO, value:Functional-Consequences-of, start:1149, end:1238

No:1150, Code:20, type:ID, value:Insomnia-Disorder, start:1150, end:null

No:1151, Code:20, type:ID, value:Interpersonal, start:1151, end:null

No:1152, Code:21, type:SEPARATORS, value:,, start:null, end:null

No:1153, Code:20, type:ID, value:social, start:1153, end:null

No:1154, Code:21, type:SEPARATORS, value:,, start:null, end:null

No:1155, Code:20, type:ID, value:and, start:1155, end:null

No:1156, Code:20, type:ID, value:occupational, start:1156, end:null

No:1157, Code:20, type:ID, value:problems, start:1157, end:null

No:1158, Code:20, type:ID, value:may, start:1158, end:null

No:1159, Code:20, type:ID, value:develop, start:1159, end:null

No:1160, Code:20, type:ID, value:as, start:1160, end:null

No:1161, Code:20, type:ID, value:a, start:1161, end:null

No:1162, Code:20, type:ID, value:result, start:1162, end:null

No:1163, Code:20, type:ID, value:of, start:1163, end:null

No:1164, Code:20, type:ID, value:insomnia, start:1164, end:null

No:1165, Code:20, type:ID, value:or, start:1165, end:null

No:1166, Code:20, type:ID, value:excessive, start:1166, end:null

No:1167, Code:20, type:ID, value:concern, start:1167, end:null

No:1168, Code:20, type:ID, value:with, start:1168, end:null

No:1169, Code:20, type:ID, value:sleep, start:1169, end:null

No:1170, Code:21, type:SEPARATORS, value:,, start:null, end:null

No:1171, Code:20, type:ID, value:increased, start:1171, end:null

No:1172, Code:20, type:ID, value:daytime, start:1172, end:null

No:1173, Code:20, type:ID, value:irritability, start:1173, end:null

No:1174, Code:21, type:SEPARATORS, value:,, start:null, end:null

No:1175, Code:20, type:ID, value:and, start:1175, end:null

No:1176, Code:20, type:ID, value:poor, start:1176, end:null

No:1177, Code:20, type:ID, value:concentration, start:1177, end:null

No:1178, Code:21, type:SEPARATORS, value:., start:null, end:null

No:1179, Code:20, type:ID, value:Decreased, start:1179, end:null

No:1180, Code:20, type:ID, value:attention, start:1180, end:null

No:1181, Code:20, type:ID, value:and, start:1181, end:null

No:1182, Code:20, type:ID, value:concentration, start:1182, end:null

No:1183, Code:20, type:ID, value:are, start:1183, end:null

No:1184, Code:20, type:ID, value:common, start:1184, end:null

No:1185, Code:20, type:ID, value:and, start:1185, end:null

No:1186, Code:20, type:ID, value:may, start:1186, end:null

No:1187, Code:20, type:ID, value:be, start:1187, end:null

No:1188, Code:20, type:ID, value:related, start:1188, end:null

No:1189, Code:20, type:ID, value:to, start:1189, end:null

No:1190, Code:20, type:ID, value:higher, start:1190, end:null

No:1191, Code:20, type:ID, value:rates, start:1191, end:null

No:1192, Code:20, type:ID, value:of, start:1192, end:null

No:1193, Code:20, type:ID, value:accidents, start:1193, end:null

No:1194, Code:20, type:ID, value:observed, start:1194, end:null

No:1195, Code:20, type:ID, value:in, start:1195, end:null

No:1196, Code:20, type:ID, value:insomnia, start:1196, end:null

No:1197, Code:21, type:SEPARATORS, value:., start:null, end:null

No:1198, Code:20, type:ID, value:Persistent, start:1198, end:null

No:1199, Code:20, type:ID, value:insomnia, start:1199, end:null

No:1200, Code:20, type:ID, value:is, start:1200, end:null

No:1201, Code:20, type:ID, value:also, start:1201, end:null

No:1202, Code:20, type:ID, value:associated, start:1202, end:null

No:1203, Code:20, type:ID, value:with, start:1203, end:null

No:1204, Code:20, type:ID, value:long-term, start:1204, end:null

No:1205, Code:20, type:ID, value:consequences, start:1205, end:null

No:1206, Code:21, type:SEPARATORS, value:,, start:null, end:null

No:1207, Code:20, type:ID, value:including, start:1207, end:null

No:1208, Code:20, type:ID, value:increased, start:1208, end:null

No:1209, Code:20, type:ID, value:risks, start:1209, end:null

No:1210, Code:20, type:ID, value:of, start:1210, end:null

No:1211, Code:20, type:ID, value:major, start:1211, end:null

No:1212, Code:20, type:ID, value:depressive, start:1212, end:null

No:1213, Code:20, type:ID, value:disorder, start:1213, end:null

No:1214, Code:21, type:SEPARATORS, value:,, start:null, end:null

No:1215, Code:20, type:ID, value:hypertension, start:1215, end:null

No:1216, Code:21, type:SEPARATORS, value:,, start:null, end:null

No:1217, Code:20, type:ID, value:and, start:1217, end:null

No:1218, Code:20, type:ID, value:myocardial, start:1218, end:null

No:1219, Code:20, type:ID, value:infarction, start:1219, end:null

No:1220, Code:21, type:SEPARATORS, value:;, start:null, end:null

No:1221, Code:20, type:ID, value:increased, start:1221, end:null

No:1222, Code:20, type:ID, value:absenteeism, start:1222, end:null

No:1223, Code:20, type:ID, value:and, start:1223, end:null

No:1224, Code:20, type:ID, value:reduced, start:1224, end:null

No:1225, Code:20, type:ID, value:productivity, start:1225, end:null

No:1226, Code:20, type:ID, value:at, start:1226, end:null

No:1227, Code:20, type:ID, value:work, start:1227, end:null

No:1228, Code:21, type:SEPARATORS, value:;, start:null, end:null

No:1229, Code:20, type:ID, value:reduced, start:1229, end:null

No:1230, Code:20, type:ID, value:quality, start:1230, end:null

No:1231, Code:20, type:ID, value:of, start:1231, end:null

No:1232, Code:20, type:ID, value:life, start:1232, end:null

No:1233, Code:21, type:SEPARATORS, value:;, start:null, end:null

No:1234, Code:20, type:ID, value:and, start:1234, end:null

No:1235, Code:20, type:ID, value:increased, start:1235, end:null

No:1236, Code:20, type:ID, value:economic, start:1236, end:null

No:1237, Code:20, type:ID, value:burden, start:1237, end:null

No:1238, Code:21, type:SEPARATORS, value:., start:null, end:null

No:1239, Code:16, type:DDS, value:Differential-Diagnosis, start:1239, end:1688

No:1240, Code:20, type:ID, value:Normal, start:1240, end:null

No:1241, Code:20, type:ID, value:sleep, start:1241, end:null

No:1242, Code:20, type:ID, value:variations, start:1242, end:null

No:1243, Code:21, type:SEPARATORS, value:., start:null, end:null

No:1244, Code:20, type:ID, value:Normal, start:1244, end:null

No:1245, Code:20, type:ID, value:sleep, start:1245, end:null

No:1246, Code:20, type:ID, value:duration, start:1246, end:null

No:1247, Code:20, type:ID, value:varies, start:1247, end:null

No:1248, Code:20, type:ID, value:considerably, start:1248, end:null

No:1249, Code:20, type:ID, value:across, start:1249, end:null

No:1250, Code:20, type:ID, value:individuals, start:1250, end:null

No:1251, Code:21, type:SEPARATORS, value:., start:null, end:null

No:1252, Code:20, type:ID, value:Some, start:1252, end:null

No:1253, Code:20, type:ID, value:individuals, start:1253, end:null

No:1254, Code:20, type:ID, value:who, start:1254, end:null

No:1255, Code:20, type:ID, value:require, start:1255, end:null

No:1256, Code:20, type:ID, value:little, start:1256, end:null

No:1257, Code:20, type:ID, value:sleep, start:1257, end:null

No:1258, Code:21, type:SEPARATORS, value:(, start:null, end:null

No:1259, Code:21, type:SEPARATORS, value:", start:null, end:null

No:1260, Code:20, type:ID, value:short, start:1260, end:null

No:1261, Code:20, type:ID, value:sleepers, start:1261, end:null

No:1262, Code:21, type:SEPARATORS, value:", start:null, end:null

No:1263, Code:21, type:SEPARATORS, value:), start:null, end:null

No:1264, Code:20, type:ID, value:may, start:1264, end:null

No:1265, Code:20, type:ID, value:be, start:1265, end:null

No:1266, Code:20, type:ID, value:concerned, start:1266, end:null

No:1267, Code:20, type:ID, value:about, start:1267, end:null

No:1268, Code:20, type:ID, value:their, start:1268, end:null

No:1269, Code:20, type:ID, value:sleep, start:1269, end:null

No:1270, Code:20, type:ID, value:duration, start:1270, end:null

No:1271, Code:21, type:SEPARATORS, value:., start:null, end:null

No:1272, Code:20, type:ID, value:Short, start:1272, end:null

No:1273, Code:20, type:ID, value:sleepers, start:1273, end:null

No:1274, Code:20, type:ID, value:differ, start:1274, end:null

No:1275, Code:20, type:ID, value:from, start:1275, end:null

No:1276, Code:20, type:ID, value:individuals, start:1276, end:null

No:1277, Code:20, type:ID, value:with, start:1277, end:null

No:1278, Code:20, type:ID, value:insomnia, start:1278, end:null

No:1279, Code:20, type:ID, value:disorder, start:1279, end:null

No:1280, Code:20, type:ID, value:by, start:1280, end:null

No:1281, Code:20, type:ID, value:the, start:1281, end:null

No:1282, Code:20, type:ID, value:lack, start:1282, end:null

No:1283, Code:20, type:ID, value:of, start:1283, end:null

No:1284, Code:20, type:ID, value:difficulty, start:1284, end:null

No:1285, Code:20, type:ID, value:falling, start:1285, end:null

No:1286, Code:20, type:ID, value:or, start:1286, end:null

No:1287, Code:20, type:ID, value:staying, start:1287, end:null

No:1288, Code:20, type:ID, value:asleep, start:1288, end:null

No:1289, Code:20, type:ID, value:and, start:1289, end:null

No:1290, Code:20, type:ID, value:by, start:1290, end:null

No:1291, Code:20, type:ID, value:the, start:1291, end:null

No:1292, Code:20, type:ID, value:absence, start:1292, end:null

No:1293, Code:20, type:ID, value:of, start:1293, end:null

No:1294, Code:20, type:ID, value:characteristic, start:1294, end:null

No:1295, Code:20, type:ID, value:daytime, start:1295, end:null

No:1296, Code:20, type:ID, value:symptoms, start:1296, end:null

No:1297, Code:21, type:SEPARATORS, value:(, start:null, end:null

No:1298, Code:20, type:ID, value:e, start:1298, end:null

No:1299, Code:21, type:SEPARATORS, value:., start:null, end:null

No:1300, Code:20, type:ID, value:g, start:1300, end:null

No:1301, Code:21, type:SEPARATORS, value:., start:null, end:null

No:1302, Code:21, type:SEPARATORS, value:,, start:null, end:null

No:1303, Code:20, type:ID, value:fatigue, start:1303, end:null

No:1304, Code:21, type:SEPARATORS, value:,, start:null, end:null

No:1305, Code:20, type:ID, value:concentration, start:1305, end:null

No:1306, Code:20, type:ID, value:problems, start:1306, end:null

No:1307, Code:21, type:SEPARATORS, value:,, start:null, end:null

No:1308, Code:20, type:ID, value:irritability, start:1308, end:null

No:1309, Code:21, type:SEPARATORS, value:), start:null, end:null

No:1310, Code:21, type:SEPARATORS, value:., start:null, end:null

No:1311, Code:20, type:ID, value:However, start:1311, end:null

No:1312, Code:21, type:SEPARATORS, value:,, start:null, end:null

No:1313, Code:20, type:ID, value:some, start:1313, end:null

No:1314, Code:20, type:ID, value:short, start:1314, end:null

No:1315, Code:20, type:ID, value:sleepers, start:1315, end:null

No:1316, Code:20, type:ID, value:may, start:1316, end:null

No:1317, Code:20, type:ID, value:desire, start:1317, end:null

No:1318, Code:20, type:ID, value:or, start:1318, end:null

No:1319, Code:20, type:ID, value:attempt, start:1319, end:null

No:1320, Code:20, type:ID, value:to, start:1320, end:null

No:1321, Code:20, type:ID, value:sleep, start:1321, end:null

No:1322, Code:20, type:ID, value:for, start:1322, end:null

No:1323, Code:20, type:ID, value:a, start:1323, end:null

No:1324, Code:20, type:ID, value:longer, start:1324, end:null

No:1325, Code:20, type:ID, value:period, start:1325, end:null

No:1326, Code:20, type:ID, value:of, start:1326, end:null

No:1327, Code:20, type:ID, value:time, start:1327, end:null

No:1328, Code:20, type:ID, value:and, start:1328, end:null

No:1329, Code:21, type:SEPARATORS, value:,, start:null, end:null

No:1330, Code:20, type:ID, value:by, start:1330, end:null

No:1331, Code:20, type:ID, value:prolonging, start:1331, end:null

No:1332, Code:20, type:ID, value:time, start:1332, end:null

No:1333, Code:20, type:ID, value:in, start:1333, end:null

No:1334, Code:20, type:ID, value:bed, start:1334, end:null

No:1335, Code:21, type:SEPARATORS, value:,, start:null, end:null

No:1336, Code:20, type:ID, value:may, start:1336, end:null

No:1337, Code:20, type:ID, value:create, start:1337, end:null

No:1338, Code:20, type:ID, value:an, start:1338, end:null

No:1339, Code:20, type:ID, value:insomnia-like, start:1339, end:null

No:1340, Code:20, type:ID, value:sleep, start:1340, end:null

No:1341, Code:20, type:ID, value:pattern, start:1341, end:null

No:1342, Code:21, type:SEPARATORS, value:., start:null, end:null

No:1343, Code:20, type:ID, value:Clinical, start:1343, end:null

No:1344, Code:20, type:ID, value:insomnia, start:1344, end:null

No:1345, Code:20, type:ID, value:also, start:1345, end:null

No:1346, Code:20, type:ID, value:should, start:1346, end:null

No:1347, Code:20, type:ID, value:be, start:1347, end:null

No:1348, Code:20, type:ID, value:distinguished, start:1348, end:null

No:1349, Code:20, type:ID, value:from, start:1349, end:null

No:1350, Code:20, type:ID, value:normal, start:1350, end:null

No:1351, Code:21, type:SEPARATORS, value:,, start:null, end:null

No:1352, Code:20, type:ID, value:age-related, start:1352, end:null

No:1353, Code:20, type:ID, value:sleep, start:1353, end:null

No:1354, Code:20, type:ID, value:changes, start:1354, end:null

No:1355, Code:21, type:SEPARATORS, value:., start:null, end:null

No:1356, Code:20, type:ID, value:Insomnia, start:1356, end:null

No:1357, Code:20, type:ID, value:must, start:1357, end:null

No:1358, Code:20, type:ID, value:also, start:1358, end:null

No:1359, Code:20, type:ID, value:be, start:1359, end:null

No:1360, Code:20, type:ID, value:distinguished, start:1360, end:null

No:1361, Code:20, type:ID, value:from, start:1361, end:null

No:1362, Code:20, type:ID, value:sleep, start:1362, end:null

No:1363, Code:20, type:ID, value:deprivation, start:1363, end:null

No:1364, Code:20, type:ID, value:due, start:1364, end:null

No:1365, Code:20, type:ID, value:to, start:1365, end:null

No:1366, Code:20, type:ID, value:inadequate, start:1366, end:null

No:1367, Code:20, type:ID, value:opportunity, start:1367, end:null

No:1368, Code:20, type:ID, value:or, start:1368, end:null

No:1369, Code:20, type:ID, value:circumstance, start:1369, end:null

No:1370, Code:20, type:ID, value:for, start:1370, end:null

No:1371, Code:20, type:ID, value:sleep, start:1371, end:null

No:1372, Code:20, type:ID, value:resulting, start:1372, end:null

No:1373, Code:21, type:SEPARATORS, value:,, start:null, end:null

No:1374, Code:20, type:ID, value:for, start:1374, end:null

No:1375, Code:20, type:ID, value:example, start:1375, end:null

No:1376, Code:21, type:SEPARATORS, value:,, start:null, end:null

No:1377, Code:20, type:ID, value:from, start:1377, end:null

No:1378, Code:20, type:ID, value:an, start:1378, end:null

No:1379, Code:20, type:ID, value:emergency, start:1379, end:null

No:1380, Code:20, type:ID, value:or, start:1380, end:null

No:1381, Code:20, type:ID, value:from, start:1381, end:null

No:1382, Code:20, type:ID, value:professional, start:1382, end:null

No:1383, Code:20, type:ID, value:or, start:1383, end:null

No:1384, Code:20, type:ID, value:family, start:1384, end:null

No:1385, Code:20, type:ID, value:obligations, start:1385, end:null

No:1386, Code:20, type:ID, value:forcing, start:1386, end:null

No:1387, Code:20, type:ID, value:the, start:1387, end:null

No:1388, Code:20, type:ID, value:individual, start:1388, end:null

No:1389, Code:20, type:ID, value:to, start:1389, end:null

No:1390, Code:20, type:ID, value:stay, start:1390, end:null

No:1391, Code:20, type:ID, value:awake, start:1391, end:null

No:1392, Code:21, type:SEPARATORS, value:., start:null, end:null

No:1393, Code:20, type:ID, value:Situational, start:1393, end:null

No:1394, Code:21, type:SEPARATORS, value:/, start:null, end:null

No:1395, Code:20, type:ID, value:acute, start:1395, end:null

No:1396, Code:20, type:ID, value:insomnia, start:1396, end:null

No:1397, Code:21, type:SEPARATORS, value:., start:null, end:null

No:1398, Code:20, type:ID, value:Situational, start:1398, end:null

No:1399, Code:21, type:SEPARATORS, value:/, start:null, end:null

No:1400, Code:20, type:ID, value:acute, start:1400, end:null

No:1401, Code:20, type:ID, value:insomnia, start:1401, end:null

No:1402, Code:20, type:ID, value:is, start:1402, end:null

No:1403, Code:20, type:ID, value:a, start:1403, end:null

No:1404, Code:20, type:ID, value:condition, start:1404, end:null

No:1405, Code:20, type:ID, value:lasting, start:1405, end:null

No:1406, Code:20, type:ID, value:a, start:1406, end:null

No:1407, Code:20, type:ID, value:few, start:1407, end:null

No:1408, Code:20, type:ID, value:days, start:1408, end:null

No:1409, Code:20, type:ID, value:to, start:1409, end:null

No:1410, Code:20, type:ID, value:a, start:1410, end:null

No:1411, Code:20, type:ID, value:few, start:1411, end:null

No:1412, Code:20, type:ID, value:weeks, start:1412, end:null

No:1413, Code:21, type:SEPARATORS, value:,, start:null, end:null

No:1414, Code:20, type:ID, value:often, start:1414, end:null

No:1415, Code:20, type:ID, value:associated, start:1415, end:null

No:1416, Code:20, type:ID, value:with, start:1416, end:null

No:1417, Code:20, type:ID, value:life, start:1417, end:null

No:1418, Code:20, type:ID, value:events, start:1418, end:null

No:1419, Code:20, type:ID, value:or, start:1419, end:null

No:1420, Code:20, type:ID, value:with, start:1420, end:null

No:1421, Code:20, type:ID, value:changes, start:1421, end:null

No:1422, Code:20, type:ID, value:in, start:1422, end:null

No:1423, Code:20, type:ID, value:sleep, start:1423, end:null

No:1424, Code:20, type:ID, value:schedules, start:1424, end:null

No:1425, Code:21, type:SEPARATORS, value:., start:null, end:null

No:1426, Code:20, type:ID, value:These, start:1426, end:null

No:1427, Code:20, type:ID, value:acute, start:1427, end:null

No:1428, Code:20, type:ID, value:or, start:1428, end:null

No:1429, Code:20, type:ID, value:short-term, start:1429, end:null

